,Date,Title,Author,Abstract
210,2016-07-02,.,Lourdes Phalanges," Quand Lourdes Phalanges se fait chier dans le métro, il invente de nouveaux genres littéraires. Ici il s'adonne à un exercice périlleux et des plus extrêmes (Lourdes Phalanges est un extrêmophile) qui consiste à écrire sur son smartphone tout ce qu'il se passe dans son environnement direct pendant que ça se produit. On a qu'à appeler le genre : l'écriture temps réel, ça sonne bien, innovant. Fait gaffe LP, si tu continues à innover la Zone va se transformer spontanément en startup puis on va tous se retrouver dans un incubateur, recevoir le label BPI France et puis même sans qu'on ait rien demandé du crédit impôt recherche, et même Macron viendra nous serrer la pogne quand on nous aura embarqué dans un charter à la descente de l'aéroport à Las Vegas au prochain CES au milieu d'autres gens innovants qui montent des concepts de boîtes sur des gadgets de geeks qu'ils pillent dans des vieilles licences de films hollywoodiens genre hoverboard, baskets qui se lacent toutes seules et blouson avec séchage automatique intégré, et d'ailleurs tes provocations m'ont déjà contaminé et voilà que ça me donne l'idée de lancer une startup pour refaire tous les gadgets du père de Billy dans Gremlins 1 à savoir le couteau suisse universel 2.0 et le presse-agrume à effet cluster. Sinon le texte est très maîtrisé pour du temps réel. Par contre, tester les limites de la Zone en appelant son texte ""petit point"" voire ""un point c'est tout"" et en incluant du japonais qu'on fait passer pour du chinois, ça pollue un peu le concept de real time litt avec un petit poil de troll litt. ça reste tout de même génial."
211,2016-07-02,Lieu commun n° 2 : Ce qui ne me tue pas me rend plus fort,Mill," Suite à l'OPA sur sa rubrique ""Lieux communs"" réalisée par des admins déguisés en nouveaux auteurs, Mill réagit en publiant son deuxième lieu commun ""historique"", le fameux lieu commun qui déchaîna les passions, provoquant moult émeutes, rixes et duels à la pichenette, tout en rédigeant lui-même son résumé pour mieux parler de lui à la troisième personne. ""Nous ne nous laisserons pas intimider"" déclare-t-il à lui-même. Pour ce deuxième numéro deux, mais pas le second, l'auteur s'attaque à la fameuse maxime du vieux copain de Wagner dans une direction différente de celle empruntée par Dandois. ""En toute objectivité, c'est génial"" nous dit l'auteur."
212,2016-02-13,Shining Project - Genèse et Jeunesse,HaiKulysse," « En allumant de grands brasiers à l'occasion des fêtes religieuses, les Celtes affirmaient la place du feu comme pendant du soleil sur la terre. Comme l'astre solaire, le feu avait le pouvoir d'entretenir ou de détruire la vie... » La webserie ""Shining Project"" d'HaiKulysse se poursuit avec cette formidable phrase d'introduction qui fait enfin le lien entre les vagabondages de plusieurs psychotiques depuis le début de la saga et la Saint-Con 2016 qui rappelons-le est l'objectif ultime du ""Shining Projet"", l'espace-temps où se produira son apocalypse. En attendant dans ce nouvel opus, des préparatifs purificateurs se mettent en place dans une atmosphère malsaine mêlant ostracisme, dreadlocks, marginalisation et cocktails médicamenteux, non pas tant à usage récréatif mais à visée shamanique, massivement ingérés afin de préparer l'esprit et le mental des guerriers à la bataille à venir. Des ZADistes sortant d'une longue hibernation ?"
213,2016-02-14,Jet de bile n°2,Mala Espina," J'ai pensé que cette intervention littéraire de Mala Espina convenait tout particulièrement à cette journée de la Saint-Valentin. Voilà pourquoi je publie le N°2 aujourd'hui après le N°3 et vous la dédicace à tous. Derrière la Goth aigrie se cache une poétesse maudite qui frappe juste et fort là où ça fait mal. Ne lui tenons pas trop rigueur de ses insultes et invectives, ça ne peut-être que du Role Play voire un mal être pubère passager. L'écriture est si noble et si bien sentie. Et non, Mala Espina, je ne dis pas ça parce que je veux te pé-cho. Je ne veux pé-cho personne surtout après avoir lu ton texte. Pé-cho ça n'a aucun sens et vouloir pé-cho c'est une pulsion nécrophilie qui renie son nom. J'adhère à 100% à ton discours et me prosterne, accepte tes lapidations et nous devrions tous en faire de même. Cette vision des relations humaines (entre autres sexuelles) me semble bien plus enchanteresse que celle qui vient de furtivement me traverser l'esprit à l'instant : des centaines de hangars militaires remplis de milliers de barils de foutre et de jerrycans de cyprine, celle de millions de gerçures et de cloques, provoquées par des trillions de vas-et-viens dans des orifices plus ou moins appropriés, celle d'urgences encombrées par d'interminables files d'attente de couples voire triplets, quadruplets, quintets, unis tels d'improbables human centipèdes dans d'improbables coitus captivus, un éclair de lucidité sur la vérité de la saint Valentin en somme."
214,2016-02-15,Lieu commun n° 4 : Verre à moitié vide contre verre à moitié plein,Mill," Le lieu commun N°4 de Mill convient particulièrement à une personne particulièrement commune. à tel point qu'on l'imagine sans problème dans le rôle du narrateur : oui en faisant n'importe quoi, on devient n'importe qui, mais en devenant n'importe qui on ne devient pas Rémi Gaillard mais bien François Bayrou : ""Pour moi, le centre est nécessaire en France. Qu’il y ait une force indépendante au centre est une nécessité pour que la politique soit différente, mieux équilibrée, que l’on puisse discuter et qu’il y ait plusieurs propositions. Les deux conditions pour que le centre existe, c’est qu’il s’unisse et cela viendra, je vous le dis. Je vois tous les éléments se mettre (ndlr: earth, wind and fire) en place pour que les intérêts bêtement partisans et d’appareil s’effacent. » Cependant bien qu'on ait l'impression que Bayrou est le narrateur du texte, ce dernier n'en reste pas moins écrit par Mill, inspiré donc et au style irréprochable et au verbe prophétique."
215,2016-02-17,Une discussion simple,Muscadet," Muscadet continue à décortiquer les lieux communs dans les séries policières. Après le témoignage hyper réaliste, voici le dialogue hyper réaliste entre un fugitif et un négociateur. ça m'a rappelé la scène du barrage hydraulique du film ""Le Fugitif"" avec Harrison Ford et Tommy Lee Jones d'où l'illustration choisie, sauf que ce serait comme un remake français de cette scène, du genre Julie Lescaut versus Bertrand Cantat au téléphone. C'est assez choquant si on prend une posture féministe, j'imagine qu'il faut relativiser le discours du négociateur simplement parce que son objectif est de garder le fuyard un maximum de temps au bout du fil et faire en sorte qu'il se rende. Au final on à l'impression d'avoir suivi un MOOC pour devenir assistante sociale en suivant des cours télédistants mais c'est vraiment très intéressant et instructif."
216,2016-02-24,Lieu commun n° 7 : Ressaisis-toi,Mill," 7eme volet des billets d'humeurs de Mill sur les lieux communs. Ici c’est l’histoire d’un homme qui tombe d’un immeuble de 50 étages. Le mec, au fur et à mesure de sa chute, il se répète sans cesse pour se rassurer : « Jusqu’ici tout va bien... Jusqu’ici tout va bien... Jusqu’ici tout va bien. » Mais l’important, c’est pas la chute. C’est de se ressaisir. Approche caricaturale pour décrire un texte qui ne l'est pas. ça traite plus de la chute que du lieu commun, mais tant mieux car ce n'est pas un billet d'humeur mais une belle description littéraire de l'inexorable décrépitude inhérente à la condition humaine. Et selon les lois de la gravité qui s'impose, tout ce qui monte doit choir plus ou moins rapidement. Sauf si bien sûr on atteint l'improbable vitesse de libération, un doux rêve pour l'Homme qui quelque soit son rang, son pouvoir, aussi intouchable puisse-t-il se sentir, connaîtra la déchéance, lente, tortueuse et en spirale comme la feuille qui tombe d'un arbre, ou brutale et instantanée en traversant un pare-brise."
217,2016-02-25,Le second souffle,Jean-Claude Goiri," Si les longs et bons textes ne viennent pas à la Zone, la Zone viendra à eux. J'ai en effet sollicité directement plusieurs contributeurs de feu ""La Revue Qui Te Parle"" pour qu'ils fassent quelques offrandes à la Zone. Ici Jean-Claude Goiri qui non seulement a proposé ce formidable texte d'un fétichiste des pieds en vadrouille, mais également 3 autres promesses de don au Zonothon qui débute aujourd'hui. Excellent texte forcément, passé inaperçu sur ""La Revue Qui Te Parle"" forcément puisque nos contemporains ne sont pas encore ouverts à l'avènement de l'audiobook avec une voix de synthèse. Je crois que vous n'êtes pas encore prêts pour ce genre de chose… par contre vos gosses vont adorer ça ! Ne les engueulez pas trop si à l'âge de 8 ans ils brûlent le tapis du salon. Après sa non moins excellente première contribution au site, on peut affirmer sans trop se fourvoyer que Jean-Claude Goiri marche sur ses propres traces, dans ses propres pas, droit dans ses bottes."
218,2016-02-26,Dans l'gazon,Joseph Kacem," Joseph Kacem nous livre, pour sa première contribution sur la Zone, qui, croisons les doigts, ne sera pas la dernière, un texte anarcho-primitiviste romantique ou tout du moins amoureux. C'est sublime et subtile, un genre que je n'avais jamais lu avant. Le narrateur est bien plus convainquant que la plupart des hommes et femmes sur la scène politique et on aimerait bien adhérer à son parti ""front écologique anti capitaliste pro sexe libre dans ta gueule"". Ce serait un beau programme pour 2017, je serais prêt à coller des affiches et distribuer des tractes et des pains pour la cause. ça me fait beaucoup penser à Natural Born Killers sauf qu'heureusement c'est pas ce con d'Oliver Stone qui l'a pondu. Ce que je trouve sociétalement paradoxal, c'est que l'utopie hippie in fine c'est le capitalisme en post combustion ultra financiariste qui est en train de la mettre en place en particulier avec le phénomène d'überisation, et par là j'entends, qu'à force de paupériser tout le monde, d'imposer l'indigence de masse, ce nouveau système nous oblige pour survivre à partager notre bagnole, notre piaule, notre temps libre et dans pas très longtemps nos gosses et nos conjoints. Ben oui, aujourd'hui, si t'es pas hippie, que tu partages pas, tu gagnes plus assez d'oseille pour payer tes impôts et garder ta liberté de penser."
219,2016-02-28,Deux fenêtres et un courant d’air.,Jean-Claude Goiri," Dans ce texte, Jean-Claude Goiri se fait l'anthropologue observant dans son écosystème naturel le bobo parisien en interaction avec lui-même, son ego, son inconscient, son subconscient, son sur-lui et l'altérité. L'ébullition introspective du bobo parisien fait émerger cette partie de l'altérité avec qui il vit en concubinage et qu'il appelle ""ma petite biatch"" dans l'intimité. Cette abstraction pure se soustrayant de l'outre-lui-même est un repère fondamental mais pas seulement parce qu'il interagit sexuellement avec. Le bobo parisien aime à se construire des boîtes à outils conceptuels pour customiser comme il peut ce sous-ensemble de la réalité augmentée qui est tout bonnement la réalité surtout parce que c'est une approche old school. C'est en particulier à travers l'Art et la Culture que le bobo parisien s'adonne au networking mais bien moins pour se constituer un réseau de connaissances et d'amis que pour subdiviser l'altérité en sous-ensembles d'alter egos qui peuvent se réduire souvent à de simples émoticons. Doux et rêveur, un brin bisounours, le bobo parisien aime à construire des patterns sociétaux et y projeter ses alter egos pour jouer aux Sims avec eux dans la virtualité éclatante de sa réflexion perpétuelle et bouillonnante sur son microcosme incluant le reste de l'univers de manière anecdotique mais bien plus prépondéralement, le monde des idées infiniment plus vaste. Heureusement cependant le texte de Jean-Claude Goiri s'attaque bien plus subtilement à cette vision stéréotypée du bourgeois bohémien dans un style humoristique proche de l'esprit de Raymond Devos."
220,2016-02-29,VISION INTERNE,pascal dandois," Pascal Dandois nous propose un nouveau texte basé sur la méthode du cut up de William Burroughs, la divination et l'écriture automatique. Il semble à bien des égards être lié à son précédent texte COMPENSATION et encore plus mystérieusement au texte d'HaiKulysse ""Charles Pasqua, es-tu là ?"" En effet, ces deux auteurs ont des styles assez similaires et s'adonnent à des collages stylistiques qui à la lecture semblent oppressants, non pas tant par leur coté transgressif (certes présent mais plutôt bien senti) mais par l'ambiance glauque qui en résulte. Comme dit précédemment, l'angoisse induite par ces textes dépend entièrement du lecteur et de son état d'esprit. Personnellement je trouve ça très inspirant même si je ne m'adonnerai jamais à la chose. J'ai l'impression d'observer une nébuleuse au télescope suite à la collision de multiples galaxies n'ayant rien en commun. Une émulsion donc en résulte, une pouponnière pour de nouveaux univers-îles oniriques."
